time_s,qpos_J1_m,qpos_J2_m,qpos_J3_m,qpos_J4_rad,qpos_J5_rad,qpos_J6_rad,qvel_J1_ms,qvel_J2_ms,qvel_J3_ms,qvel_J4_rads,qvel_J5_rads,qvel_J6_rads,qacc_J1_ms2,qacc_J2_ms2,qacc_J3_ms2,qacc_J4_rads2,qacc_J5_rads2,qacc_J6_rads2
2.416667,-0.0218877249479,2.66923218472e-05,-0.000854728686339,-0.026299315059,-0.0123276211765,-0.0155443033079,-0.0385668693849,0.0156470525223,-0.00700973681544,-0.0346974414719,-0.00676270073647,-0.0104818757932,0.000448104871912,0.11087141896,-0.0328942188227,0.0461183040023,-0.0107461428789,0.103729918189
2.433333,-0.0225314109758,0.000303575782346,-0.00097636924914,-0.0268719401152,-0.0124420670135,-0.0157046406653,-0.0385403651573,0.0175362878479,-0.00756471528845,-0.0338908209024,-0.00695079338085,-0.00871491423674,0.00273087192027,0.115436109665,-0.0335815681148,0.0505097355488,-0.0117821765851,0.107907725368
2.450000,-0.0231743353646,0.000612628560753,-0.00110736766827,-0.0274304886601,-0.0125597958517,-0.0158349099156,-0.0384755616747,0.0195005269416,-0.00813062484063,-0.033011177988,-0.00715591295088,-0.00688048633996,0.00503641232314,0.119853493475,-0.0342030901967,0.0548642999018,-0.0127853942842,0.111808889645
2.466667,-0.0238158555353,0.000955081337484,-0.00124789707327,-0.0279737473408,-0.0126810872168,-0.0159340242593,-0.0383720751329,0.0215371413548,-0.00870633316159,-0.0320592325597,-0.00737748356668,-0.00498338347691,0.00736520524289,0.124103292104,-0.0347548067809,0.0591694894771,-0.0137524817689,0.115412821564
2.483333,-0.0244553224216,0.00133211808629,-0.00139811114115,-0.0285005165661,-0.0128062105712,-0.0160009797175,-0.0382295114447,0.0236431641177,-0.00929064247482,-0.0310359134502,-0.00761487627459,-0.00302873389073,0.00971800174031,0.128165241692,-0.0352328559475,0.0634127805338,-0.0146803974653,0.118699770532
2.500000,-0.0250920802617,0.00174487042837,-0.00155814302045,-0.0290096139954,-0.0129354244668,-0.0160348606349,-0.0380474617905,0.0258152906203,-0.00988229161188,-0.0299423584063,-0.00786741371638,-0.0010219878512,0.0120958136626,0.132019169771,-0.0356335078689,0.0675816760843,-0.0155663862196,0.121650924801
2.516667,-0.0257254663156,0.00219441201204,-0.00172810429207,-0.0294998780211,-0.0130689757768,-0.0160348449199,-0.0378254983753,0.028049880789,-0.0104799583477,-0.028779913282,-0.00813437501249,0.00103109883487,0.0144998998937,0.135645073332,-0.0359531803597,0.071663749129,-0.0164079911339,0.124248508743
2.533333,-0.0263548105155,0.00268175293956,-0.00190808397121,-0.0299701712309,-0.0132070990116,-0.016000208997,-0.0375631704373,0.0303429625729,-0.0110822619934,-0.0275501305075,-0.00841500082596,0.0031244829111,0.016931750007,0.139023197713,-0.036188454188,0.0756466860493,-0.0172030633715,0.126475876913
2.550000,-0.0269794350506,0.00320783426324,-0.00209814755481,-0.0304193838388,-0.0133500157201,-0.0159303324435,-0.0372600005514,0.0326902367521,-0.0116877662429,-0.0262547668343,-0.00870849857271,0.00525185329922,0.0193930653766,0.142134115981,-0.0363360880879,0.0795183299923,-0.0179497698714,0.128317604428
2.566667,-0.0275986538935,0.00377352257291,-0.00229833611852,-0.0308464370719,-0.0134979339788,-0.015824702287,-0.0369154812678,0.0350870830733,-0.0122949822664,-0.0248957803572,-0.00901404774272,0.0074066522018,0.0218857378193,0.144958808518,-0.0363930334099,0.083266724078,-0.0186465989179,0.129759573217
2.583333,-0.0282117722734,0.00437960469686,-0.00250866546731,-0.0312502865023,-0.0136510479706,-0.0156829169377,-0.0365290721273,0.0375285677129,-0.0129023720455,-0.0234753268173,-0.00933080529613,0.00958209760698,0.0244118258589,0.147478742462,-0.0363564483501,0.0868801542618,-0.0192923635276,0.130789053668
2.600000,-0.0288180861034,0.0050267825385,-0.00272912534382,-0.0316299253108,-0.0138095376539,-0.015504689735,-0.036100197093,0.0400094520639,-0.013508351942,-0.0219957551936,-0.00965791109731,0.0117712071151,0.0269735287152,0.149675950708,-0.0362237116957,0.0903471916829,-0.0198862026277,0.131394781269
2.616667,-0.0294168813677,0.00571566807055,-0.00295967869806,-0.0319843874712,-0.0139735685229,-0.0152898520849,-0.0356282424328,0.0425242028347,-0.0141112964915,-0.0204596025932,-0.00999449335023,0.0139668230001,0.0295731581424,0.151533110131,-0.0359924360292,0.0936567343327,-0.0204275800128,0.131567027806
2.633333,-0.0300074334783,0.00644677850886,-0.0032002610224,-0.0323127508431,-0.0141432914576,-0.0150383561702,-0.0351125550905,0.045067003446,-0.0147095424124,-0.0188695884529,-0.0103396739978,0.0161616384109,0.03221310825,0.153033618708,-0.0356604803333,0.0967980478772,-0.0209162810802,0.131297666741
2.650000,-0.0305890066083,0.00722053168704,-0.00345077975502,-0.0326141401637,-0.0143188426645,-0.0147502772135,-0.0345524415755,0.0476317667031,-0.0153013928204,-0.0172286080666,-0.0106925740481,0.018348224614,0.0348958234604,0.154161671221,-0.0352259619391,0.0997608054715,-0.0213524073593,0.130580232403
2.666667,-0.0311608530117,0.00803724165317,-0.00371111375557,-0.0328877299239,-0.014500343704,-0.0144258152787,-0.0339471674028,0.050212148718,-0.0158851216362,-0.0155397254587,-0.0110523187914,0.0205190591695,0.0376237647662,0.15490233321,-0.0346872677647,0.102535126406,-0.0217363688592,0.12940997264
2.683333,-0.0317222123381,0.00889711450917,-0.00398111285576,-0.0331327471221,-0.014687901605,-0.0140652965937,-0.0332959571079,0.0528015640497,-0.0164589781745,-0.0138061656224,-0.0114180428711,0.0226665549291,0.0403993744677,0.155241612869,-0.0340430647906,0.105111613432,-0.0220688742789,0.127783894613
2.700000,-0.0322723109528,0.00980024451278,-0.00426059748809,-0.0333484738822,-0.0148816090619,-0.013669174384,-0.0325979948635,0.055393202025,-0.0170211919016,-0.0120313061472,-0.0117888951742,0.0247830897402,0.0432250395803,0.155166530558,-0.0332923097223,0.107481388608,-0.0223509191306,0.125700803467
2.716667,-0.0328103612726,0.0107466104616,-0.00454935839531,-0.0335342499268,-0.0150815447118,-0.0132380292049,-0.0318524257151,0.0579800441979,-0.0175699773468,-0.010218668261,-0.0121640435059,0.0268610367336,0.0461030541153,0.154665185641,-0.0324342577924,0.109636127531,-0.0225837718435,0.12316133358
2.733333,-0.0333355611272,0.011736072378,-0.00484715642298,-0.033689474897,-0.0152877734876,-0.0127725687644,-0.0310583574557,0.0605548829005,-0.0181035391532,-0.00837190731592,-0.0125426790165,0.0288927950695,0.0490355804484,0.153726820334,-0.0314684706581,0.111568091805,-0.0227689579284,0.120167972209
2.750000,-0.0338470931576,0.0127683685118,-0.0051537223975,-0.0338136105082,-0.0155003470428,-0.012273627229,-0.0302148631501,0.0631103408325,-0.0186200772529,-0.00649480274703,-0.0129240203479,0.0308708210136,0.0520246099978,0.152341880283,-0.0303948233503,0.113270159618,-0.022908242292,0.116725075296
2.766667,-0.0343441242619,0.0138431126791,-0.00546875709141,-0.0339061825343,-0.0157193042428,-0.0117421640101,-0.0293209843213,0.0656388916331,-0.0191177921497,-0.00459124753754,-0.0133073174709,0.0327876592104,0.0550719234444,0.150502071589,-0.0292135102386,0.114735854293,-0.0230036098059,0.112838875307
2.783333,-0.0348258050998,0.0149597919522,-0.00579193127767,-0.0339667826122,-0.015944671718,-0.0111792620267,-0.0283757348018,0.0681328813734,-0.0195948902931,-0.00266523722508,-0.0136918551831,0.0346359740197,0.0581790507337,0.148200414008,-0.0279250499735,0.115959370706,-0.0230572442432,0.108517480961
2.800000,-0.0352912696675,0.0161177647146,-0.0061228858743,-0.0339950698592,-0.0161764644715,-0.0105861254458,-0.0273781052534,0.0705845509028,-0.0200495895258,-0.000720858485574,-0.0140769562433,0.0364085807807,0.0613472311041,0.145431290075,-0.0265302893772,0.11693559945,-0.0230715057081,0.103770868758
2.816667,-0.0357396349527,0.0173162590969,-0.00646123218048,-0.0339907722965,-0.0164146865363,-0.00996407690201,-0.0263270683529,0.0729860589801,-0.0204801245872,0.00123772266681,-0.0144619841175,0.0380984768653,0.0645773733934,0.142190489902,-0.025030406252,0.117660148642,-0.0230489066937,0.0986108662634
2.833333,-0.036170000683,0.0185543718045,-0.00680655220483,-0.0339536880727,-0.0166593316753,-0.00931455420194,-0.0252215846349,0.0753295061151,-0.0208847526552,0.00320627302345,-0.0148463453141,0.0396988723842,0.0678700168758,0.138475251433,-0.0234269110843,0.118129363288,-0.0229920869106,0.0930511271304
2.850000,-0.0365814491755,0.0198310673483,-0.00715839908641,-0.0338836864824,-0.0169103841162,-0.0086391065196,-0.0240606089837,0.0776069590418,-0.0212617589061,0.00518050462729,-0.0152294912901,0.0412032204059,0.0712252928883,0.134284295934,-0.0217216476224,0.118340342112,-0.0229037870414,0.0871070978693
2.866667,-0.0369730453019,0.0211451776892,-0.00751629760857,-0.033780708774,-0.0171678193147,-0.00793939009225,-0.0228430977568,0.0798104757443,-0.0216094620756,0.00715608747821,-0.0156109199114,0.0426052465538,0.074642887502,0.129617858531,-0.0199167923125,0.118290951778,-0.0227868215796,0.0807959764401
2.883333,-0.0373438365764,0.0224954023041,-0.0078797448055,-0.0336447687443,-0.0174316047383,-0.00721716342843,-0.0215680165208,0.0819321309487,-0.0219262199997,0.00912866245353,-0.0159901764526,0.0438989778435,0.0781220054968,0.124477713611,-0.0180148525809,0.117979838441,-0.0226440509208,0.0741366627536
2.900000,-0.0376928533784,0.0238803086811,-0.00824821066101,-0.0334759531157,-0.0177017006628,-0.00647428204175,-0.0202343483764,0.083964041996,-0.0222104351184,0.0110938543988,-0.0163668541269,0.0450787706273,0.081661335895,0.118867194942,-0.0160186639546,0.117406436572,-0.0224783528811,0.0671497012192
2.916667,-0.0380191093181,0.0252983332488,-0.00862113889869,-0.0332744216934,-0.0179780609737,-0.00571269272655,-0.0188411028441,0.0858983950051,-0.0224605599206,0.0130472853425,-0.0167405941355,0.0461393375146,0.0852590193056,0.112791210354,-0.0139313860161,0.116570975014,-0.0222925938183,0.05985721551
2.933333,-0.0383216017563,0.0267477827445,-0.0089979478624,-0.0330404073018,-0.0182606339647,-0.00493442739362,-0.0173873252784,0.0877274712354,-0.0226751023125,0.0149845877891,-0.0171110852344,0.0470757731395,0.0889126173269,0.106256250885,-0.0117564971953,0.115474480227,-0.0220895995418,0.0522828357532
2.950000,-0.0385993124837,0.0282268360232,-0.00937803148558,-0.0327742154981,-0.0185493631239,-0.00414159648617,-0.015872106773,0.0894436735545,-0.022852630889,0.016901418042,-0.0174780628137,0.0478835786512,0.0926190842503,0.0992703942759,-0.0094977884023,0.114118776719,-0.0218721261945,0.0444516183902
2.966667,-0.0388512085713,0.0297335463091,-0.00976076034763,-0.0324762240642,-0.018844187902,-0.00333638199848,-0.0142945945188,0.0910395529169,-0.022991780089,0.0187934695107,-0.0178413074929,0.0485586848076,0.0963747412992,0.09184330275,-0.00715935551115,0.112506484631,-0.0216428312961,0.0363899589844
2.983333,-0.0390762433954,0.0312658438879,-0.0101454828152,-0.0321468822765,-0.0191450444519,-0.00252103012152,-0.0126540025681,0.0925078347576,-0.0230912552162,0.0206564859532,-0.0182006432349,0.0490974735562,0.100175253628,0.0839862150197,-0.00474559071031,0.110641014487,-0.0214042451357,0.0281254982918
3.000000,-0.0392733578466,0.0328215392395,-0.0105315262663,-0.0317867099553,-0.0194518663335,-0.00169784354158,-0.0109496229594,0.0938414452033,-0.023149837306,0.0224862746079,-0.0185559349867,0.0494967979932,0.104015610299,0.0757119324895,-0.00226117273721,0.108526559119,-0.0211587427035,0.0196870219395
3.016667,-0.0394414817269,0.0343983266045,-0.0109181983936,-0.0313962962967,-0.0197645851747,-0.000869173420029,-0.00918083714894,0.0950335370058,-0.0231663878199,0.0242787191668,-0.0189070858575,0.049754000597,0.10789010744,0.0670347996451,0.000288943979096,0.106168082788,-0.0209085163498,0.0111043540901
3.033333,-0.0395795353396,0.0359937879823,-0.0113047885855,-0.0309762984893,-0.0200831312819,-3.74110837634e-05,-0.00734712769659,0.0960775150984,-0.0231398531503,0.0260297925438,-0.0192540338475,0.0498669296393,0.111792334772,0.0579706786457,0.00289954123967,0.103571307533,-0.0206555493557,0.00240824550162
3.050000,-0.0396864312757,0.0376053975506,-0.0116905693798,-0.0305274401201,-0.0204074341924,0.000795020542515,-0.00544809014658,0.0969670616805,-0.023069268917,0.0277355693928,-0.0195967481446,0.0498339536831,0.115715165695,0.0485369181527,0.00556515002989,0.100742696789,-0.0204015905999,-0.00636974358224
3.066667,-0.0397610764011,0.0392305265004,-0.0120747979879,-0.0300505093728,-0.020737423161,0.00162567572949,-0.00348344504322,0.0976961607344,-0.0229537640394,0.0293922383294,-0.0199352250084,0.0496539740866,0.119650751079,0.038752316457,0.00828006447006,0.097689436343,-0.0201481304997,-0.0151973652464
3.083333,-0.0398023740435,0.0408664482733,-0.0124567178844,-0.0295463570263,-0.021073027575,0.00245209492801,-0.00145305001825,0.0982591218788,-0.022792564568,0.0309961138128,-0.0202694832646,0.0493264354365,0.123590516924,0.028637078987,0.0110383567221,0.094419412667,-0.0198963783988,-0.0240418099354
3.100000,-0.0398092263823,0.0425103441929,-0.0128355604593,-0.0290158942572,-0.0214141772906,0.00327181391025,0.000643088115985,0.0986506034676,-0.0225849972587,0.0325436476453,-0.0205995594346,0.0488513338465,0.127525166003,0.0182127703005,0.0138338928083,0.0909411887341,-0.0196472415702,-0.0328698361897
3.116667,-0.0397805370398,0.0441593094726,-0.0132105467265,-0.0284600902532,-0.0217608028855,0.00408237303129,0.00280480133485,0.0988656348409,-0.0223304928764,0.0340314400469,-0.0209255025299,0.048229223062,0.131444683616,0.00750226069083,0.0166603492939,0.0872639773775,-0.0194013059927,-0.041647903555
3.133333,-0.0397152138719,0.0458103595892,-0.0135808890865,-0.0278799696469,-0.0221128358218,0.0048813265738,0.00503174850068,0.098899637642,-0.0220285892126,0.0354562502657,-0.0212473685409,0.047461218324,0.135338347535,-0.00347033244625,0.0195112307822,0.083397612302,-0.0191588190546,-0.0503423081149
3.150000,-0.0396121719561,0.0474604370025,-0.013945793136,-0.0272766097755,-0.0224702085144,0.00566625213844,0.00732340366364,0.098748446112,-0.0216789338052,0.0368150066851,-0.0215652146544,0.0465489979517,0.139194742218,-0.0146797083123,0.0223798881666,0.0793525168471,-0.018919674325,-0.0589193200785
3.166667,-0.0394703367729,0.0491064182056,-0.0143044595204,-0.0266511377764,-0.0228328543012,0.00643476004122,0.00967904463589,0.0984083262802,-0.0212812863474,0.0381048163922,-0.0218790932347,0.0454948026154,0.143001777344,-0.026099451282,0.0252595375816,0.075139670615,-0.0186833985274,-0.0673453228449
3.183333,-0.0392886475745,0.0507451210851,-0.0146560858244,-0.0260047275279,-0.0232007073111,0.00718450267945,0.0120977419115,0.0978759939711,-0.0208355207743,0.0393229741713,-0.0221890456068,0.0443014322795,0.146746710704,-0.0377021041424,0.0281432799903,0.0707705740864,-0.0184491408359,-0.0755869529513
3.200000,-0.0390660609359,0.052373312572,-0.014999868494,-0.0253385964454,-0.0235737022263,0.00791318382711,0.0145783480048,0.09714863155,-0.0203416270187,0.0404669708913,-0.0224950956807,0.0429722408058,0.150416175456,-0.0494592457651,0.0310241213459,0.0662572113514,-0.018215664605,-0.0836112403053
3.216667,-0.0388015544796,0.0539877165608,-0.0153350047855,-0.0246540021414,-0.0239517739378,0.00861856782048,0.0171194872807,0.0962239033382,-0.0197997124248,0.041534501256,-0.022797243459,0.041511128218,0.153996211726,-0.0613415729601,0.0338949932575,0.0616120110939,-0.0179813416313,-0.0913857480957
3.233333,-0.0384941307651,0.0555850220744,-0.0156606947352,-0.0239522389632,-0.0243348570912,0.00929848859532,0.0197195463473,0.0950999696277,-0.0192100028143,0.0425234708893,-0.0230954584705,0.0399225306363,0.157472302531,-0.0733189862441,0.0367487740927,0.0568478059724,-0.0177441490305,-0.0988787117716
3.250000,-0.0381428213341,0.0571618916512,-0.0159761431433,-0.0232346344168,-0.0247228855236,0.00995085853662,0.0223766650858,0.0937754992333,-0.0185728431961,0.0434320027301,-0.0233896731733,0.0382114079055,0.160829413962,-0.0853606792389,0.0395783104449,0.0519777905467,-0.0175016688027,-0.106059176481
3.266667,-0.0377466908996,0.0587149699288,-0.0162805615673,-0.0225025454911,-0.0251157915888,0.0105736771028,0.0250887283845,0.0922496805243,-0.0178886981156,0.0442584427141,-0.0236797763744,0.0363832289439,0.16405203955,-0.0974352313981,0.0423764388912,0.0470154779061,-0.0172510901428,-0.11289713236
3.283333,-0.0373048416666,0.0602408923987,-0.0165731703182,-0.0217573548923,-0.0255135053748,0.0111650391864,0.0278533586488,0.0905222308827,-0.0171581516388,0.0450013647207,-0.0239656067102,0.0344439548574,0.167124248706,-0.109510703748,0.0451360079664,0.0419746551599,-0.0169892145368,-0.119363647069
3.300000,-0.0368164177705,0.0617362943055,-0.0168532004527,-0.0210004672023,-0.0259159538122,0.0117231431749,0.0306679091526,0.0885934045401,-0.0163819069683,0.0456595747699,-0.0242469462368,0.0324000198665,0.170029739121,-0.121554737312,0.0478499002763,0.0368693379544,-0.0167124636746,-0.125430994987
3.316667,-0.0362806098197,0.0631978196638,-0.0171198957567,-0.020233304974,-0.0263230596771,0.0122462986752,0.0335294582965,0.0864639987508,-0.0155607856893,0.0462321144517,-0.0245235141743,0.0302583101103,0.172751892975,-0.133534653884,0.0505110546731,0.0317137241855,-0.0164168901883,-0.131072782465
3.333333,-0.0356966595255,0.0646221303626,-0.0173725147126,-0.0194573047752,-0.0267347404916,0.0127329338663,0.0364348048355,0.0841353582665,-0.0146957266454,0.0467182635781,-0.0247949608554,0.0280261403945,0.17527383678,-0.145417558786,0.053112488414,0.0265221470783,-0.0160981912151,-0.136264068582
3.350000,-0.0350638644034,0.0660059153316,-0.0176103324451,-0.0186739131946,-0.0271509073243,0.0131816024487,0.0393804641339,0.0816093780802,-0.0137877844457,0.0471175420475,-0.0250608619232,0.0257112289659,0.177578504679,-0.157170445264,0.0556473192254,0.021309027807,-0.0157517247638,-0.140981480837
3.366667,-0.0343815825279,0.0673458997374,-0.0178326426386,-0.017884582824,-0.0275714634978,0.013590990155,0.0423626655053,0.0788885044176,-0.0128381276042,0.0474297109147,-0.0253207128257,0.0233216704016,0.179648704983,-0.168760300137,0.0581087871922,0.0160888278321,-0.0153725288505,-0.145203325243
3.383333,-0.0336492373225,0.0686388541821,-0.0180387594209,-0.0170907682288,-0.0279963032057,0.0139599207943,0.0453773506882,0.0759757339553,-0.0118480363161,0.0476547726658,-0.025573923652,0.0208659067098,0.181467189709,-0.180154210337,0.0604902763952,0.01087600113,-0.0149553433531,-0.148909690303
3.400000,-0.0328663223647,0.0698816038741,-0.0182280192063,-0.0162939219209,-0.0284253100473,0.0142873617994,0.0484201735058,0.072874611257,-0.0108188998758,0.0477929706936,-0.0258198143561,0.0183526967503,0.183016726886,-0.191319469949,0.0627853362173,0.0056849464922,-0.0144946345165,-0.152082544372
3.416667,-0.0320324061874,0.0710710377407,-0.0183997824934,-0.0154954903462,-0.028858355486,0.0145724292497,0.051486500755,0.0695892244203,-0.00975221374175,0.0478447879811,-0.0260576104115,0.0157910840873,0.184280175338,-0.202223687361,0.0649877022413,0.000529960071328,-0.013984622027,-0.154705825941
3.433333,-0.0311471370543,0.0722041174535,-0.0185534356102,-0.014696909902,-0.0292952972389,0.0148143923463,0.0545714143611,0.0661241989367,-0.00864957625706,0.0478109449934,-0.0262864389379,0.0131903633971,0.185240561675,-0.212834892149,0.0670913166622,-0.00457481165239,-0.013419308558,-0.156765526398
3.450000,-0.0302102476885,0.0732778863362,-0.0186883924023,-0.0138996029949,-0.0297359776061,0.0150126773144,0.0576697148358,0.0624846897727,-0.00751268503369,0.0476923967914,-0.0265053253418,0.0105600455608,0.185881159181,-0.223121641301,0.0690903481407,-0.00961541830979,-0.0127925116739,-0.158249764849
3.466667,-0.0292215599325,0.0742894781255,-0.0188040958571,-0.0131049741537,-0.0301802217485,0.0151668707127,0.0607759260642,0.0586763716847,-0.00634333301032,0.0474903293748,-0.0267131905075,0.00790982157562,0.186185568274,-0.233053124381,0.0709792110227,-0.0145781513163,-0.012097897964,-0.159148854629
3.483333,-0.0281809893172,0.075236125556,-0.0189000196609,-0.0123144062103,-0.0306278359231,0.0152767221324,0.0638843014475,0.0547054277908,-0.00514340419516,0.0472061552712,-0.0269088485769,0.00524952542845,0.186137798223,-0.24259926727,0.0727525838535,-0.0194495886127,-0.0113290192656,-0.15945536115
3.500000,-0.0270885495166,0.0761151687391,-0.0189756696811,-0.0115292565596,-0.0310786056873,0.0153421462673,0.0669888314163,0.0505785364245,-0.00391486910609,0.0468415083862,-0.0270910053493,0.00258909607791,0.185722349758,-0.251730834077,0.0744054271192,-0.0242166383097,-0.0104793508196,-0.159164150768
3.516667,-0.0259443566652,0.0769240633096,-0.0190305853704,-0.0107508535115,-0.0315322940809,0.0153632243446,0.0700832523298,0.0463028563054,-0.0026597799215,0.0463982381363,-0.0272582573336,-6.14613026303e-05,0.184924298223,-0.26041952686,0.075933000146,-0.0288665810768,-0.00954233119068,-0.158272430416
3.533333,-0.0247486335163,0.0776603883097,-0.0190643410878,-0.00998049274718,-0.0319886397986,0.0153402049019,0.0731610567633,0.0418860100659,-0.00138026535651,0.0458784028847,-0.0274090914805,-0.0026921146646,0.183729376912,-0.268638082779,0.0773308770964,-0.0333871111223,-0.00851140377123,-0.15677977774
3.550000,-0.023501713416,0.0783218537856,-0.0190765473317,-0.00921943389033,-0.0324473553635,0.0152735039047,0.0762155051879,0.0373360661797,-7.85252800794e-05,0.0452842627061,-0.0275418856191,-0.00529284484653,0.182124060201,-0.276360368313,0.0785949619981,-0.0377663756156,-0.00738005967538,-0.15468816156
3.566667,-0.0222040440707,0.0789063080683,-0.0190668518812,-0.0084688972044,-0.032908125314,0.0151637041977,0.0792396390318,0.0326615193445,0.00124317491029,0.0446182715077,-0.0276549096204,-0.00785368559586,0.180095646102,-0.283561470205,0.0797215027516,-0.0419930124101,-0.0061418818212,-0.15200195249
3.583333,-0.0208561910858,0.0794117447159,-0.0190349408415,-0.00773006042681,-0.0333706044167,0.015011554286,0.0822262951134,0.0278712693765,0.0025825101388,0.0438830685352,-0.0277463273044,-0.0103647636853,0.177632337853,-0.290217782773,0.0807071040593,-0.0460561859322,-0.00479058998696,-0.148727923615
3.600000,-0.0194588412514,0.0798363090898,-0.0189805395898,-0.00700405574982,-0.0338344159166,0.0148179664485,0.0851681214257,0.0229745986793,0.00393710170812,0.0430814692957,-0.027814199107,-0.0128163389566,0.174723324146,-0.296307091269,0.081548739228,-0.049945621109,-0.00332008661988,-0.144875241138
3.616667,-0.0180128055534,0.0801783045452,-0.018903413619,-0.00629196695752,-0.0342991498393,0.0145840141828,0.0880575942455,0.0179811483564,0.00530452354341,0.0422164559318,-0.0278564855151,-0.0151988441246,0.171358857611,-0.301808650973,0.082243760797,-0.0536516352139,-0.00172450316726,-0.14045544497
3.633333,-0.0165190218891,0.0804361982101,-0.0188033692747,-0.0055948267279,-0.0347643613561,0.0143109289902,0.0908870365357,0.0129008930418,0.00668230860369,0.0412911670819,-0.0278710512786,-0.0175029241733,0.16753033116,-0.306703261708,0.0827899099504,-0.0571651675205,1.75330663457e-06,-0.135482419294
3.650000,-0.0149785574635,0.0806086263355,-0.0186802543851,-0.00491361410817,-0.0352295692264,0.0140000965069,0.0936486376022,0.00774411452593,0.00806795543998,0.0403088872647,-0.027855670402,-0.0197194751767,0.163230351796,-0.310973337505,0.0831853246757,-0.0604778066614,0.00186395346045,-0.129972353135
3.666667,-0.0133926108488,0.0806943991952,-0.0185339587797,-0.00424925217111,-0.03569425433,0.0136530519931,0.0963344739579,0.00252137426102,0.00945893487883,0.0392730358269,-0.027808031912,-0.0218396823794,0.15845281152,-0.314602971139,0.083428546635,-0.0635818155989,0.00386699921926,-0.12394369106
3.683333,-0.0117625136848,0.0806925055176,-0.0183644146955,-0.00360260585917,-0.0361578583017,0.0132714751937,0.0989365313449,-0.0027565151659,0.0108526968098,0.0381871554936,-0.0277257463984,-0.0238550573722,0.153192954926,-0.317577993301,0.0835185267198,-0.0664701541232,0.00601537777216,-0.117417074128
3.700000,-0.0100897320027,0.0806021164335,-0.0181715970691,-0.00297448002281,-0.0366197822818,0.0128571845873,0.101446727854,-0.00807851950175,0.0122466770541,0.0370549005658,-0.0276063533176,-0.025757474202,0.147447443147,-0.319886026159,0.0834546292662,-0.0691364988059,0.00831311627648,-0.110415271305
3.716667,-0.0083758671547,0.0804225889251,-0.0179555237142,-0.00236561765851,-0.0370793857948,0.012412131042,0.103856938079,-0.0134334131421,0.0136383042931,0.0358800248051,-0.0274473290436,-0.0275392042583,0.141214413753,-0.321516531111,0.0832366349108,-0.0715752603423,0.010763737522,-0.102963101543
3.733333,-0.00662265633129,0.0801534687621,-0.0177162553827,-0.00177669835138,-0.0375359857689,0.0119383909001,0.106159018236,-0.0188098101931,0.0150250070321,0.0346663690519,-0.0272460956503,-0.0291929497836,0.134493536286,-0.322460850541,0.0828647420731,-0.0737815982311,0.0133702168085,-0.0950873468188
3.750000,-0.0048319726525,0.0797944929134,-0.017453895709,-0.00120833692631,-0.0379888557069,0.0114381585166,0.108344832168,-0.0241961961793,0.0164042205779,0.0334178486207,-0.0270000304013,-0.0307118758578,0.127286063051,-0.322712243401,0.0823395670555,-0.0757514327474,0.0161349402875,-0.0868166564234
3.766667,-0.00300582481766,0.0793455914258,-0.0171685910385,-0.000661082311168,-0.0384372250231,0.0109137382761,0.110406278157,-0.0295809602932,0.0177733940062,0.0321384405183,-0.0267064759217,-0.0320896407146,0.119594874883,-0.322265914495,0.0816621427571,-0.0774814541766,0.0190596650184,-0.0781814428648
3.783333,-0.00114635630162,0.0788068887595,-0.0168605301398,-0.000135416614504,-0.0388802785535,0.0103675361199,0.11233531646,-0.0349524280797,0.0191299970966,0.030832170531,-0.0263627510202,-0.0333204242528,0.111424521538,-0.321119037317,0.0808339160012,-0.0789691292875,0.0221454809816,-0.0692137697661
3.800000,0.000744155914125,0.0781787045756,-0.0165299438017,0.000368245580381,-0.0393171562537,0.00980205061205,0.114123997465,-0.040298894448,0.0204715272102,0.0295031002272,-0.0259661621277,-0.0343989546115,0.102781256453,-0.319270770377,0.0798567434841,-0.0802127050329,0.0253927752893,-0.0599472321835
3.816667,0.00266330308499,0.0774615539706,-0.0161771043154,0.000849557704007,-0.0397469530913,0.00921986357934,0.115764490385,-0.0456086569006,0.0217955160896,0.0281553139205,-0.0255140153133,-0.0353205326885,0.093673065578,-0.316722266916,0.0787328863556,-0.0812112094787,0.0288011988262,-0.0504168298045
3.833333,0.00460854692954,0.0766561471543,-0.0158023248449,0.00130824147164,-0.0401687191439,0.00862363035977,0.117249112377,-0.0508700488694,0.0230995365556,0.0267929056413,-0.0250036288353,-0.0360810544845,0.0841096900475,-0.31347667798,0.0774650034476,-0.0819644499702,0.0323696355436,-0.040658833518
3.850000,0.00657722234478,0.0757633885726,-0.015405958686,0.00174408693709,-0.0405814599112,0.00801606969682,0.118570357991,-0.056071473047,0.0243812090814,0.0254199661613,-0.0244323461816,-0.0366770311685,0.0741026424471,-0.309539148814,0.0760561431725,-0.0824730085583,0.0360961746247,-0.0307106458776
3.866667,0.00856654061502,0.074784375473,-0.014988398417,0.00215695233066,-0.0409841368477,0.00739995331852,0.119720928832,-0.0612014346025,0.0256382082191,0.0240405701173,-0.0237975495487,-0.0371056067668,0.0636652164834,-0.304916808594,0.0745097341178,-0.0827382347151,0.0399780857242,-0.0206106560125
